Air temperature _K_,Process temperature _K_,Rotational speed _rpm_,Torque _Nm_,Tool wear _min_,Machine failure,TWF,HDF,PWF,OSF,RNF,Type_H,Type_L,Type_M
-0.6023870863760379,-0.6103249411536531,-0.5565251033096673,-0.0789362254477636,0.4110671936758893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5523935526125963,-0.54292742567666,-0.8911894788322626,1.0746475295550844,0.4189723320158103,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.6023870863760379,-0.6103249411536531,-1.052943927001517,1.2552084651207471,0.4387351778656126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6023870863760379,-0.6103249411536531,-0.986011051896998,0.5429958859450756,0.4466403162055335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6023870863760379,-0.6103249411536531,-0.9525446143447384,1.084678692642065,0.4545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6023870863760379,-0.6103249411536531,-0.9525446143447384,0.9141489201633836,0.4624505928853755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.6023870863760379,-0.54292742567666,-0.9302336559765656,0.8539619416414956,0.4743083003952569,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.6023870863760379,-0.6103249411536531,-0.3724596967722399,0.7536503107716829,0.4940711462450592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.6023870863760379,-0.6103249411536531,-0.2776381237075045,0.9141489201633836,0.5059288537549407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6523806201395079,-0.6777224566306844,1.696881691875808,-1.423112079103256,0.5138339920948617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.6023870863760379,-0.6103249411536531,-0.6736576347425757,0.6332763537279071,0.525691699604743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6023870863760379,-0.54292742567666,-0.6346134575982729,1.395644748338485,0.5335968379446641,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.5523935526125963,-0.54292742567666,-0.7071240722948352,0.4125907658143192,0.5533596837944664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.5523935526125963,-0.6103249411536531,7.375020596575842,-3.5497186535432887,0.5652173913043478,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.5523935526125963,-0.6103249411536531,-0.8688785204640896,1.495956379208298,0.5731225296442688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6023870863760379,-0.6777224566306844,-0.2330162069711585,0.3824972765533749,0.5810276679841897,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.6523806201395079,-0.6777224566306844,0.1462700852877829,-0.4902139120139965,0.6007905138339921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6523806201395079,-0.6777224566306844,0.8490652738852331,-0.9917720663630608,0.6086956521739131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6023870863760379,-0.6103249411536531,-0.1493501130905096,0.0715312208569556,0.616600790513834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6023870863760379,-0.6103249411536531,-0.3445709988120236,0.2420609933356371,0.6245059288537549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6023870863760379,-0.6103249411536531,-0.1437723734984664,0.0314065685090299,0.6324110671936759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6023870863760379,-0.6777224566306844,0.6817330861239355,-1.0519590448849483,0.6403162055335968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.6023870863760379,-0.6103249411536531,-0.896767218424306,1.4458005637733915,0.6521739130434783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6023870863760379,-0.6103249411536531,-0.8131011245436571,1.2652396282077285,0.6600790513833992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6023870863760379,-0.6777224566306844,0.2968690542729508,-0.1792478563175764,0.6679841897233202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.6023870863760379,-0.6777224566306844,1.6187933375872023,-1.7140158086257136,0.6798418972332015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5523935526125963,-0.6777224566306844,1.523971764522467,-1.413080916016275,0.6877470355731226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.5024000188491262,-0.6103249411536531,-0.0879949775780338,-0.1391232039696514,0.6996047430830039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5024000188491262,-0.6103249411536531,-0.8075233849516138,0.5129023966841321,0.7075098814229249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5523935526125963,-0.7451199721077159,0.782132398780714,-1.132208349580799,0.7154150197628458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.6023870863760379,-0.7451199721077159,-0.4059261343244994,0.4125907658143192,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.6023870863760379,-0.7451199721077159,-0.0656840192098608,-0.7610553153624915,0.7470355731225297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5523935526125963,-0.6777224566306844,-0.7182795514789218,2.579321992602277,0.7549407114624506,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
-0.5523935526125963,-0.6777224566306844,2.1486785988313115,-1.7441092978866573,0.7628458498023716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.5523935526125963,-0.6103249411536531,-0.484014488613105,0.5530270490320571,0.7747035573122529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5523935526125963,-0.6103249411536531,-0.9469668747526953,0.4426842550752628,0.782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5024000188491262,-0.6103249411536531,0.2968690542729508,-0.5002450751009779,0.7905138339920948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5523935526125963,-0.6777224566306844,0.3470687106013401,-0.7710864784494729,0.7984189723320159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6023870863760379,-0.7451199721077159,-0.8911894788322626,0.6734010060758329,0.8063241106719368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6023870863760379,-0.7451199721077159,-0.4338148322847157,0.7937749631196078,0.8142292490118577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6023870863760379,-0.7451199721077159,-0.4672812698369752,0.1317181993788428,0.8221343873517787,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6023870863760379,-0.7451199721077159,-0.7852124265834408,1.1548968342509345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6023870863760379,-0.7451199721077159,-0.7629014682152678,-0.2093413455785207,0.0079051383399209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6023870863760379,-0.8125174875847089,-0.5230586657574078,0.9943982248592336,0.0158102766798418,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.5523935526125963,-0.7451199721077159,-0.4951699677971915,0.7536503107716829,0.0355731225296442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5523935526125963,-0.7451199721077159,-0.4784367490210617,0.0815623839439363,0.0434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5024000188491262,-0.6777224566306844,-0.3891929155483696,0.0113442423350678,0.0513833992094861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5523935526125963,-0.7451199721077159,-0.6513466763744027,0.7636814738586643,0.0592885375494071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5024000188491262,-0.6777224566306844,1.479349847786121,-1.3228004482334432,0.067193675889328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.5024000188491262,-0.6777224566306844,-0.5732583220857971,0.3925284396403564,0.0790513833992094,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.5024000188491262,-0.6777224566306844,0.0291375538548745,-0.821242293884379,0.0988142292490118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5024000188491262,-0.6777224566306844,-0.6680798951505325,0.5229335597711136,0.1067193675889328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.5523935526125963,-0.7451199721077159,-0.288793602891591,-0.04884273618682,0.1185770750988142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.5523935526125963,-0.7451199721077159,1.1948851285919149,-1.423112079103256,0.1304347826086956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5523935526125963,-0.7451199721077159,1.6243710771792457,-1.5133925468860878,0.1383399209486166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5523935526125963,-0.7451199721077159,1.0498638991987903,-1.292706958972499,0.1462450592885375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.4524064850856561,-0.6777224566306844,-0.4951699677971915,0.3022479718575249,0.1581027667984189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5024000188491262,-0.7451199721077159,0.4642012420342484,-0.8112111307973979,0.1660079051383399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5024000188491262,-0.6777224566306844,-1.0473661874094735,1.2251149758598034,0.1739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.5024000188491262,-0.6777224566306844,0.2020474812082154,-0.4701515858400343,0.1857707509881423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.5523935526125963,-0.7451199721077159,1.178151909815785,-1.0118343925370237,0.1976284584980237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.5523935526125963,-0.8125174875847089,-0.0545285400257743,-0.7309618261015471,0.2094861660079051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6023870863760379,-0.8125174875847089,-0.0879949775780338,0.4426842550752628,0.217391304347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6023870863760379,-0.7451199721077159,1.7470813482041974,-1.5033613837991064,0.225296442687747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6023870863760379,-0.8125174875847089,2.5223871514982097,-1.9347013965393016,0.233201581027668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6023870863760379,-0.8125174875847089,0.0904926893673503,0.0615000577699742,0.2411067193675889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6023870863760379,-0.8125174875847089,-0.5453696241255808,0.0514688946829928,0.2490118577075099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.6023870863760379,-0.8799150030617403,-0.4951699677971915,0.3423726242054499,0.2608695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6023870863760379,-0.8799150030617403,0.2912913146809075,-0.8914604354932479,0.2687747035573122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6023870863760379,-0.8799150030617403,-0.5230586657574078,0.8539619416414956,0.2766798418972332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6023870863760379,-0.8125174875847089,-0.2330162069711585,0.6834321691628136,0.2845849802371542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.5523935526125963,-0.8125174875847089,0.4586235024422052,-0.7309618261015471,0.2964426877470356,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.5523935526125963,-0.8799150030617403,0.1853142624320856,-0.5905255428838093,0.3162055335968379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6023870863760379,-0.9473125185387332,1.8586361400450624,-1.7541404609736386,0.3241106719367589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6523806201395079,-0.9473125185387332,-0.2218607277870719,0.3524037872924314,0.3320158102766798,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.6023870863760379,-0.8799150030617403,-0.2274384673791152,-0.04884273618682,0.3517786561264822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.6023870863760379,-0.9473125185387332,-0.2943713424836343,0.1919051779007306,0.3636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.6023870863760379,-0.9473125185387332,0.7877101383727573,-1.06199020797193,0.375494071146245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6023870863760379,-0.9473125185387332,-0.6011470200460134,0.57308937520602,0.383399209486166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5523935526125963,-0.8799150030617403,0.1406923456957396,-0.5905255428838093,0.391304347826087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6023870863760379,-0.9473125185387332,0.3359132314172536,-0.7008683368406036,0.3992094861660079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6023870863760379,-0.9473125185387332,0.9383091073579252,-1.1923953281026864,0.4071146245059288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.6523806201395079,-1.0147100340157649,-0.4003483947324561,0.0715312208569556,0.4189723320158103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5523935526125963,-0.8799150030617403,-0.5899915408619268,0.4727777443362071,0.4268774703557312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5523935526125963,-0.8799150030617403,0.1072259081434801,0.1216870362918621,0.4347826086956521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5024000188491262,-0.8125174875847089,-1.2760535106832471,1.0746475295550844,0.4426877470355731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5523935526125963,-0.8799150030617403,0.040293033038961,0.3423726242054499,0.4505928853754941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5523935526125963,-0.8799150030617403,1.0498638991987903,-1.06199020797193,0.458498023715415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5523935526125963,-0.9473125185387332,0.1183813873275666,-0.7811176415364536,0.466403162055336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5024000188491262,-0.9473125185387332,-1.1700764584344254,2.05770151207925,0.4743083003952569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5523935526125963,-0.9473125185387332,-0.701546332702792,0.65333867990187,0.4822134387351778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5024000188491262,-0.9473125185387332,0.2689803563127345,-0.1391232039696514,0.4901185770750988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5523935526125963,-1.0147100340157649,0.1128036477355233,-0.5704632167098472,0.4980237154150198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6023870863760379,-1.082107549492796,-0.3668819571801966,0.1116558732048806,0.5059288537549407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6023870863760379,-1.082107549492796,1.105641295119223,-1.2325199804506115,0.5138339920948617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6523806201395079,-1.082107549492796,-0.5453696241255808,0.3223102980314878,0.5217391304347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.6523806201395079,-1.082107549492796,-0.6067247596380566,0.96430473559829,0.5335968379446641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.6023870863760379,-1.082107549492796,-0.9469668747526953,1.3053642805556536,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6023870863760379,-1.0147100340157649,0.9606200657260984,-1.1522706757547614,0.5533596837944664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.6523806201395079,-1.0147100340157649,-0.6625021555584892,0.57308937520602,0.5652173913043478,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.6523806201395079,-0.9473125185387332,-1.3485641253798095,1.5360810315562228,0.5849802371541502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6023870863760379,-0.9473125185387332,-0.5007477073892348,0.9442424094243272,0.5928853754940712,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.6023870863760379,-0.9473125185387332,-1.510318573549064,1.5862368469911292,0.6126482213438735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6023870863760379,-0.9473125185387332,-0.1549278526825529,-0.3899022811441836,0.6205533596837944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6523806201395079,-1.0147100340157649,0.0291375538548745,-0.480182748927015,0.6284584980237155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.7023741539029495,-1.082107549492796,1.3343286183929963,-1.1823641650157055,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.7023741539029495,-1.082107549492796,-0.7350127702550515,1.0545852033811214,0.6482213438735178,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.7023741539029495,-1.082107549492796,-0.8242566037277436,0.2420609933356371,0.6679841897233202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.7523676876664196,-1.082107549492796,-0.1437723734984664,-0.6406813583187158,0.6798418972332015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.7523676876664196,-1.082107549492796,0.4084238461138159,-0.3899022811441836,0.6877470355731226,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.8023612214298896,-1.082107549492796,-0.1326168943143799,0.0113442423350678,0.7075098814229249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.8523547551933313,-1.149505064969789,-0.8911894788322626,0.8038061262065892,0.7154150197628458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.8023612214298896,-1.149505064969789,-0.3668819571801966,-0.008718083838895,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.8023612214298896,-1.149505064969789,-0.6513466763744027,0.2721544825965813,0.7351778656126482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.8023612214298896,-1.2169025804468203,-0.4226593531006292,-0.2394348348394643,0.7430830039525692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.8023612214298896,-1.2169025804468203,0.2522471375366047,0.1016247101178992,0.7549407114624506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.8023612214298896,-1.2169025804468203,1.7359258690201107,-1.3027381220594807,0.766798418972332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.8023612214298896,-1.2169025804468203,-0.0601062796178175,-0.3798711180572022,0.7747035573122529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.8023612214298896,-1.2169025804468203,2.500076193130037,-2.0249818643221333,0.782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.8023612214298896,-1.2843000959238136,-0.244171686155245,0.6031828644669636,0.8023715415019763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.8023612214298896,-1.2169025804468203,-0.3389932592199803,0.3524037872924314,0.8142292490118577,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.8023612214298896,-1.2169025804468203,-0.2218607277870719,0.0013130792480863,0.83399209486166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.8023612214298896,-1.2169025804468203,-0.3780374363642831,0.7034944953367764,0.8458498023715415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.8023612214298896,-1.2169025804468203,-1.4322302192604586,2.0777638382532126,0.8537549407114624,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.8523547551933313,-1.2843000959238136,-0.7071240722948352,1.2351461389467842,0.8616600790513834,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.8523547551933313,-1.2843000959238136,0.2634026167206912,-0.4500892596660715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.8023612214298896,-1.2169025804468203,-0.3947706551404129,0.3824972765533749,0.0079051383399209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.7523676876664196,-1.149505064969789,-0.5509473637176241,0.3624349503794128,0.0197628458498023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
